Vendor Code,Name of vendor,Street,City
86417,E.W.ANOMA KUMARIHAMI,"KANUGOLLA,KOMARIKA.",MEEGAHAKIULA
86418,D.M.JAYASUNDARA,"PALAWATHTHA,MEEGAHAKIULA.",MEEGAHAKIULA
86419,D.M.DANAPALA,"URUPITIYA,KATAWATHTHA.",MEEGAHAKIULA
86420,K.M.CHANDRAPALA,"BOSIRINIWASA,URUPITIYA,KATAWATHTHA.",MEEGAHAKIULA
86421,K.M.SUNETHRA MENIKE,"KATUWEHENE GEDARA,KETAWATHTHA.",MEEGAHAKIULA
86422,D.M.KARUNARATHNA,"KOMARIKA,MEDALANDA.",MEEGAHAKIULA
86423,D.M.NISHANTHA AJITH,"THENNE GEDARA,YODAULPOTHA.",MEEGAHAKIULA
86424,S.J.M.HEENBANDA,"KOLONPITIYA, KATAWATTA.",MEEGAHAKIULA
86425,M.M.T.N.U.KUMARA,"IRIGATION OFFICE,ARAWA ROAD,M-KIULA",MEEGAHAKIULA
86426,D.M.WIMALASENA,"LUNUGALA,KESELWATHTHA.",MEEGAHAKIULA
86427,D.M.B.PREMASIRI,"DULMINI NIWASA,KESELWATHTHA.",MEEGAHAKIULA
86428,D.M.S.N.DISSANAYAKE,"LASANTHA NIWASA,MAKULUGOLLA.",MEEGAHAKIULA
86429,S.M.DAYAWATHI,"AMILA NIWASA,KAWADI ELA,MEEGAHAKIUL",MEEGAHAKIULA
86430,K.S.M.GUNASEKARA,"POLHENE GEDARA,PIMBURAULPOTHA.",MEEGAHAKIULA
86431,D.M.NANDASENA,"NUGASEWANA,4KANUWA,KIULA.",MEEGAHAKIULA
86432,J.M.SOMAWATHI,"KAWADIELLA,ATHURUELE.",MEEGAHAKIULA
86433,D.M.GUNASEKARA,"PIMBURAULPOTHA,MEEGAHAKIULA.",MEEGAHAKIULA
86434,D.M.A.S.K.DISSANAYAKE,"NISANSALA NIWASA,LUNUGALA.",MEEGAHAKIULA
86435,D.M.GUNASEKARA,"MIRISHENE GEDARA,ATHURUELA.",MEEGAHAKIULA
86436,D.M.DARMASENA,"MAKULUPITIYA,PALAWATHTHA.",MEEGAHAKIULA
86437,A.M.SOMAPALA,"PALAWATHTHA,MEEGAHAKIULA.",MEEGAHAKIULA
86438,R.M.PEMARATHNA,"WELANLANDA,AKURUKADUWA.",MEEGAHAKIULA
86439,D.M.C.N.DISSANAYAKA,"D2,ATHURU ELA,WELLEWELA.",MEEGAHAKIULA
86440,S.M.N.P.SAMARAKOON,"D1 ATHURUELA,KOMARIKA.",MEEGAHAKIULA
86441,R.M.KALUBANDA,"AKURUKADUWA,MEEGAHAKIULA.",MEEGAHAKIULA
86442,R.M.PADMAWATHI,"01 MILE POST,AKURUKADUWA,MEEGAHAKIU",MEEGAHAKIULA
86443,R.M.JAYATHISSA,"JAMBUGASWATHTHA,AKURUKADUWA.",MEEGAHAKIULA
86444,W.M.CHANDRAPALA,"WELALANDA,AKURU KADUWA,MEEGAHAKIULA",MEEGAHAKIULA
86445,T.M.M.M.THENNAKOON,"ARAWA ROAD,MEEGAHAKIULA.",MEEGAHAKIULA
86446,D.M.MUTHUBANDA,"KOHANA,THALDENA.",MEEGAHAKIULA
86447,D.M.THILAKARATHNA,"KESELWATHTHA,MEEGAHAKIULA.",MEEGAHAKIULA
86448,R.M.ABEYKOON,"SANTHA THISSA,WELANLANDA.",MEEGAHAKIULA
86449,R.M.KARUNAWATHI,"SISIRA NIWASA,PIBURA ULPOTHA,AMBALA",MEEGAHAKIULA
86450,D.M.KARUNAWATHI,"THILINA NIWASA,KESELWATHTHA,AKURU K",MEEGAHAKIULA
86451,S.M.P.BANDA,"THILINI NIWASA,PALAWATHTHA,MEEGAHAK",MEEGAHAKIULA
86452,R.M.KUMARADASA,"KESELWATHTHA,MEEGAHAKIULA.",MEEGAHAKIULA
86453,D.M.JANAKA LAKMAL,"WELALANDA,AKURU KADUWA,MEEGAHAKIULA",MEEGAHAKIULA
86454,S.M.GUNASEKARA,"ATANPITA ARAWA,LUNUGALA,MEEGAHAKIUL",MEEGAHAKIULA
86455,S.M.PREMARATHNA,"THILAK NIWASA,LUNUGALA,MEGAHAKIULA.",MEEGAHAKIULA
86456,S.M.SUNEETHA MANIKE,"NO.02/12 NO.02/12,UVA THISSAPURA.",THISSAPURA
86457,D.M.INDRANI DISSANAYAKA,"NO.02/12 NO.02/12,DAMBAGASWEWA,UVA",THISSAPURA
86458,R.P.G.D.M.PREMAWATHI,"NO.02/46 NO.02/46,UVA,THISSAPURA.",THISSAPURA
86459,H.M.SWARNALATHA,"NO.02/19 NO.02/19,UVA,THISSAPURA.",THISSAPURA
86460,R.M.KARUNARATHNA,"NO.01/93 NO.01/93,UVA,THISSAPURA.",THISSAPURA
86461,K.H.M.SENAVIRATHNA BANDA,"NO.02/03 NO.02/03,UVA,THISSAPURA.",THISSAPURA
86462,K.B.W.SOMAWATHI,"NO.01/65A NO.01/65A,UVA,THISSAPURA.",THISSAPURA
86463,R.M.M.UPUL RATHNAYAKA,"NO.02/36 NO.02/36,UVA,THISSAPURA.",THISSAPURA
86464,R.M.KULARATHNA,"NO.02/34 NO.02/34,UVA,THISSAPURA.",THISSAPURA
86465,D.M.WIMALATHISSA,"NO.02 NO.02,NEAR THE COM. HALL,UVA",THISSAPURA
86466,H.M.SOMASINGHA,"NO.02 NO.02,UDAPARA,UVA THISSAPURA.",THISSAPURA
86467,W.M.PIYADASA,"NO.02 NO.02,UDAPARA,UVA THISSAPURA.",THISSAPURA
86468,D.M.PIYADASA,"NO.02/62 NO.02/62,UVA THISSAPURA.",THISSAPURA
86469,K.H.M.NANDAWATHI,"NO.02/66 NO.02/66,UVA THISSAPURA.",THISSAPURA
86470,D.M.WIJERATHNA,"NO.02 NO.02,RASIN ELLE KUBURA,UVA T",THISSAPURA
86471,D.M.SENAVIRATHNA,"NO.02 NO.02,UDAPARA,UVA THISSAPURA.",THISSAPURA
86472,D.M.WASANTHA KUMARI,"NO.02/37 NO.02/37,UVA THISSAPURA.",THISSAPURA
86473,P.R.N.JAYASEKARA,"NO.01/89 NO.01/89,UVA THISSAPURA.",THISSAPURA
86474,K.HM.JAYAWEERA BANDA,"NO.01/53 NO.01/53,UVA THISSAPURA.",THISSAPURA
86475,D.M.PREMADASA,"NO.02/54 NO.02/54,UVA THISSAPURA.",THISSAPURA
86476,R.W.M.C.R.WEERASINGHE,"NO.10/22 NO.10/22,UVA THISSAPURA.",THISSAPURA
86477,R.W.M.G.H.WEERASINGHE,"NO.10/22 NO.10/22,UVA THISSAPURA.",THISSAPURA
86478,D.M.CHANDRAWATHI,"NO.10/13A NO.10/13A,UVA THISSAPURA.",THISSAPURA
86479,W.M.ABEYRATHNA,"NO.03/85 NO.03/85,UVA THISSAPURA.",THISSAPURA
86480,W.B.WIJESENA,"NO.03/85 NO.03/85,UVA THISSAPURA.",THISSAPURA
86481,A.M.SUDUMANIKA,"NO.03/64B NO.03/64B,UVA THISSAPURA.",THISSAPURA
86482,D.M.MADDUMA BANDARA,"NO.03/73 NO.03/73,UVA THISSAPURA.",THISSAPURA
86483,R.M.G.L.RATHNAYAKA,"NO.03/23 NO.03/23,UVA THISSAPURA.",THISSAPURA
86484,R.D.WIJAYARATHNA,"NO.03/46 NO.03/46,UVA THISSAPURA.",THISSAPURA
86485,R.M.NANDAWATHI,"NO.03/56 NO.03/56,UVA THISSAPURA.",THISSAPURA
86486,W.M.GUNAWARDHANA BANDA,"NO.03/03 NO.03/03,UVA THISSAPURA.",THISSAPURA
86487,K.H.SUGATHAPALA,"NO.03/154 NO.03/154,KONGASHANDIYA,M",THISSAPURA
86488,D.M.GAMINI DISSANAYAKA,"NO.03/178 NO.03/178,KONGASHANDIYA,M",THISSAPURA
86489,R.D.MALLIKA,"NO.03/176 NO.03/176,DIKKANDAYAYA,UW",THISSAPURA
86490,K.M.DAYAWATHI,"NO.03/158 NO.03/158,KONGASHANDIYA,M",THISSAPURA
86491,K.M.CHANDRA KUMARI,"NO.03/128 NO.03/128B,KONGASHANDIYA,",THISSAPURA
86492,H.M.SUDUMANIKE,"NO.03/162 NO.03/162,KONGASHANDIYA,M",THISSAPURA
86493,Y.M.MADDUMA BANDA,"NO.03/152 NO.03/152,KONGASHANDIYA,M",THISSAPURA
86494,R.M.CHANDANI RATHNAYAKA,"PERIYAPALASSA,HEPOLA,BIBILA.",BIBILA
86495,K.G.S.S.MANIKE,"PERIYAPALASSA,HEPOLA,BIBILA.",BIBILA
86496,D.M.SIRIYAWATHI MANIKE,"PERIYAPALASSA,HEPOLA,BIBILA.",BIBILA
86497,M.D.S.GUNATHILAKA,"PERIYAPALASSA,HEPOLA,BIBILA.",BIBILA
86498,K.H.M.SENAVIRATHNA,"KOTAGANWELA,RIDEEMALIYADDA.",BIBILA
86499,M.A.G.CHAMPIKA,"DAMBAGAHAWATHTHA,RIDEEMALIYADDA.",BIBILA
86500,M.A.RANJITH,RIDEEMALIYADDA.,BIBILA
86501,H.M.C.PRIYADARSHANI,"RIDEEMALIYADDA,MAHIYANGANAYA.",BIBILA
86502,A.M.SUDUMANIKA,"RIDEEMALIYADDA,MAHIYANGANAYA.",BIBILA
86503,H.M.KARUNASUNDARA,"NO.10/57 NO.10/57,UVA THISSAPURA.",THISSAPURA
86504,H.M.N.K.JAYAWARDANA,"NO.10/94 NO.10/94,UVA THISSAPURA.",THISSAPURA
86505,R.M.SOMAWATHI,"NO.10/24 NO.10/24,UVA THISSAPURA.",THISSAPURA
86506,H.W.GUNERIS,"NO.03/35/5 NO.03/35/552A,UVA THISSA",THISSAPURA
86507,R.M.SUMANAWATHI,"NO.10 NO.10,PANSALA ASALA,UVA THISS",THISSAPURA
86508,H.M.JAYAWARDANA,"NELLIPELAKETIYA,DIRIYAGAMA",DIRIYAGAMA
86509,H.M.CHANDRAWATHI,"NELLIPELAKETIYA,DIRIYAGAMA",DIRIYAGAMA
86510,R.M.JINADASA,"NELLIPELAKETIYA,DIRIYAGAMA",DIRIYAGAMA
86511,K.M.AMARAWAWATHI,"HIDAGAMAARAWA,DIRIYAGAMA",DIRIYAGAMA
86512,K.H.M.PRIYANI HERATH,"KARAWILALANDA,DIRIYAGAMA",DIRIYAGAMA
86513,D.M.JAYAWARDANA,"NO.12/75 NO.12/75,KESELPOTHA.",KESELPOTHA
86514,A.D.PREMASIRI,"NO.12/44A NO.12/44A,KESELPOTHA.",KESELPOTHA
86515,B.M.EDIRISINGHE,"NO.12/94 NO.12/94,KESELPOTHA.",KESELPOTHA
86516,Y.M.C.UPUL KUMARA,"NO.12/202 NO.12/202,KESELPOTHA.",KESELPOTHA
86517,H.M.S.HERATH KUMARA,"NO.12 NO.12,KESELPOTHA.",KESELPOTHA
86518,H.M.WIJEBANDA,"NO.12/72 NO.12/72,KESELPOTHA.",KESELPOTHA
86519,G.AMARASINGHE,"NO.12/84 NO.12/84,KESELPOTHA.",KESELPOTHA
86520,D.M.S.PRIYANGANI DISSANAYAKA,"NO.5/52 NO.5/52,UWA GEMUNUPURA.",GEMUNUPURA
86521,R.M.WIJERATHNA BANDARA,"NO.05/11 NO.05/11,UWA THISSAPURA.",THISSAPURA.
86522,R.D.PREMAWEERA,"NO.04/23C NO.04/23C,ABAYAPURA.",ABEYPURA
86523,W.M.J.PUNCHI BANDARA,"NO.04/59 NO.04/59,ABAYAPURA.",ABEYPURA
86524,D.M.NANDAWATHI,"NO.04/86 NO.04/86,ABAYAPURA.",ABEYPURA
86525,A.A.MADUMALI,"NO.04/60B NO.04/60B,ABAYAPURA.",ABEYPURA
86526,V.P.ANURA KANTHI,"NO.04/75 NO.04/75,ABAYAPURA.",ABEYPURA
86527,A.G.NILUKA DAMAYANTHI,"NO.04/76 NO.04/76,ABAYAPURA.",ABEYPURA
86528,R.M.D.SAMPATH RATHNAYAKA,"NO.04/88 NO.04/88,ABAYAPURA.",ABEYPURA
86529,R.D.MERI,"NO.04/21 NO.04/21,ABAYAPURA.",ABEYPURA
86530,W.M.K.ARACHCHI BANDARA,"NO.04/59 NO.04/59,ABAYAPURA.",ABEYPURA
86531,H.M.SUSIL HENNAYAKA,"NO.04/93 NO.04/93,ABAYAPURA.",ABEYPURA
86532,H.M.WIMALASENA,"NO.04/32 NO.04/32,ABAYAPURA.",ABEYPURA
86533,R.M.SOMAWATHI,"NO.04/51 NO.04/51,ABAYAPURA.",ABEYPURA
86534,H.M.SIRIWARDHANA,"NO.04/177 NO.04/177,ABAYAPURA.",ABEYPURA
86535,W.M.NIMAL KUMARA,"NO.4/146 NO.4/146,ABEPURA.",ABEYPURA
86536,R.M.MUTHUBANDA,"NO.04/184 NO.04/184,ABAYAPURA.",ABEYPURA
86537,W.D.SUMITH,"NO.04/175 NO.04/175,ABAYAPURA.",ABEYPURA
86538,R.D.N.S.RANAWEERA,"NO.04/23 NO.04/23,ABAYAPURA.",ABEYPURA
86539,R.D.SUNIL SHANTHA,"NO.04/101 NO.04/101,ABAYAPURA.",ABEYPURA
86540,W.NIMAL,"NO.04/109 NO.04/109,ABAYAPURA.",ABEYPURA
86541,S.H.V.G.NADEEPAJI LIYANAGE,"NO.256 NO.256, SALPITIGAMA, DAMANEW",SALPITIGMA
86542,P.Y.UPATHISSA,"NO.227 NO.227,SALPITIGAMA,DAMANEWEL",SALPITIGMA
86543,R.M.PIYASENA,"NO.179 NO.179,ROTALAWELA,DIULAPELES",DIULAPELESSA
86544,W.M.CHITHRASENA,"NO.189/02 NO.189/02,ROTALAWELA,DIUL",DIULAPELESSA
86545,W.W.M.CHANDRAWATHI,"NO.181 NO.181,ROTALAWELA,DIULAPALAS",DIULAPELESSA
86546,R.M.R.RATHNAYAKA,"NO.06/105 NO.06/105A,SENAVIGAMA.",GAMUNUPURA
86547,E.M.CHANDRAWATHI,"NO.06/70C NO.06/70C,SENAVIGAMA.",GAMUNUPURA
86548,T.M.DANAPALA,"NO.06/34 NO.06/34,SENAVIGAMA.",GAMUNUPURA
86549,H.M.SIRIYALATHA,"NO.06/84B NO.06/84B,SENAVIGAMA,ARAW",GAMUNUPURA
86550,M.M.M.JAYAMALI,"NO.06/50 NO.06/50,SENAVIGAMA,ARAWAT",GAMUNUPURA
86551,T.G.KARUNAWATHI,"NO.06/26 NO.06/26,SENAVIGAMA,ARAWAT",GAMUNUPURA
86552,E.M.S.KUMARA EKANAYAKA,"NO.06/33 NO.06/33,SENAVIGAMA.",GAMUNUPURA
86553,P.S.SAMARAWEERA,"NO.05/192 NO.05/192,UVA GEMUNUPURA.",GAMUNUPURA
86554,K.W.PREMARATHNA,"NO.06/03B NO.06/03B,SENAVIGAMA,ARAW",GAMUNUPURA
86555,S.M.THILAKARATHNA BANDA,"NO.06/06 NO.06/06,ARAWATHTHA,MAHIYA",GAMUNUPURA
86556,A.M.GUNASENA,"NO.06/95 NO.06/95,SENAVIGAMA.",GAMUNUPURA
86560,K S G J L RAVINDRA,IHALAHALMILLAWA,EPPAWALA
86561,K S G J L RAVINDRA,IHALAHALMILLAWA,EPPAWALA
86562,K M G SEELAWATHI,IHALAHALMILLAWA,EPPAWALA
86563,A G S KARUNARATHNA,IHALAHALMILLAWA,EPPAWALA
86564,B M N P K BELIGAMMANA,IHALAHALMILLAWA,EPPAWALA
86565,M K PATHIRANA,No. 60 MAKULAWA,IHALAHALMILLEWA
86566,P G DAYAWATHI,ALUTHGALKIRIYAGAMA,DENNAWA
86567,E M N S EKANAYAKE,ALUTHGALKIRIYAGAMA,GALKIRIYAGAMA
86568,S R SENARATHNE,PAHAMINIYAWA,ALUTHGALKIRIYAGAMA
86569,E M D HERATH,ALUTH GALKIRIYAGAMA,GALKIRIYAGAMA
86570,A M A D PIYARATHNE,ALUTH GALKIRIYAGAMA,GALKIRIYAGAMA
86571,R S DISSANAYAKE,ALUTH GALKIRIYAGAMA,GALKIRIYAGAMA
86572,E M S D EKANAYAKE,ALUTH GALKIRIYAGAMA,GALKIRIYAGAMA
86573,M R R G PRIYANKA BANDARA,No.439/2 ALUTH GALKIRIYAGAMA,GALKIRIYAGAMA
86574,A G J SILVA,ALUTHGALKIRIYAGAMA,GALKIRIYAGAMA
86575,A G NANDIRIS,DENNAWA,ALUTHGALKIRIYAGAMA
86576,M G M SUBAWICKRAMA,No. 485/2 ALUTHGALKIRIYAGAMA,GALKIRIYAGAMA
86577,R P S PIYASEELI,No.29 ULPATHGAMA,ALUTHGALKIRIYAGAMA
86578,P G ARIYASINGHE,DENNAWA,ALUTHGALKIRIYAGAMA
86579,R M S P RAJAKARUNA,ALUTHGALKIRIYAGAMA,GALKIRIYAGAMA
86580,P B K KUMARI,IHALAWEWA,KIRALOGAMA
86581,W M NANDASIRI,KIRALOGAMA,THALAWA
86582,M G N PRIYADHARSHANI,KATAKALA,KIRALOGAMA
86583,P B SARATH RAJAPAKSHA,UDURAWA,GALKIRIYAGAMA
86584,D M ANURA KUMARA,No. 139 RANAWA ROAD,GALKIRIYAGAMA
86585,A M P WIJESENA,UDURAWA,GALKIRIYAGAMA
86586,D B ABERATHNE,UDURAWA,GALKIRIYAGAMA
86587,R M A BANDA,No.196 UDURAWA,GALKIRIYAGAMA
86588,W M T K WEERASEKARA,UDURAWA HALMILLAWA,GALKIRIYAGAMA
86589,M G K MENIKA,UDURAWA UTHURA,GALKIRIYAGAMA
86590,K W S WEERAWICKRAMA,No.07/C DAMBULLUHALMILLAWA,DEHIPPAWA
86591,W M N G I WANASEKARA,GIRANEGAMA,HALMILLAWA
86592,E S K EKANAYAKE,No.25 ALUTHGALKIRIYAGAMA,GALKIRIYAGAMA
86593,W M S BANDA,UDURAWA,GALKIRIYAGAMA
86594,E M C BANDARANAYAKE,UDURAWA,GALKIRIYAGAMA
86595,E M P B JAYARATHNE,UDURAWA,GALKIRIYAGAMA
86596,K G I WIJERATHNE,DEHIPPAWA,DAMBULUHALMILLAWA
86597,H B D T BANDARA,HURIGASWAWE,EPPAWALA
86598,N V PEMARATHNE,MATHALEGAMMANAYA,IHALAHALMILLEWA
86599,P W S B GUNATHILAKA,PALLEGAMA,DAMBULLA
86600,P G WIMALASENA,MILLAGALA ROAD,KITHULHITIYAWA
86601,P G JINADASA,MILLAGALA ROAD,KITHULHITIYAWA
86602,K G PIYATHILAKE,BULAGALA,DAMBULLA
86603,K B W B RAJAKARUNA,PALLEGAMA,DAMBULLA
86604,D W JAYAMPATHI,No. 450/03 PALLEGAMA,DAMBULLA
86605,M G SANTHA KUMARA,No. 732 PALLEGAMA,DAMBULLA
86606,D W RAJAPAKSHA,PALLEGAMA,DAMBULLA
86607,P W S ABEYKOON,PALLEGAMA,DAMBULLA
86608,A M YASAWATHI,DAMBULLA ROAD,KITHULHITIYAWA
86609,R M RANATHUNGA,No.853/1 MILLAGALA,KITHULHITIYAWA
86610,N G TIKIRIBANDA,MILLAGALA ROAD,KITHULHITIYAWA
86611,R B P R P S W M P BANDA,No. 44 PALLEGAMA,DAMBULLA
86612,L G S A RATHNAYAKE,KEKIRAWA ROAD,KITHULHITIYAWA
86613,G G G AMARASINGHE,No. 908 KITHULHITIYAWA,DAMBULLA
86614,W G S PUSHPAKUMARI,No. 911/2 KITHULHITIYAWA,DAMBULLA
86615,M G K D SENAVIRATHNE,No. 701/1 KITHULHITIYAWA,DAMBULLA
86616,S M UPALI,KITHULHITIYAWA,DAMBULLA
86617,SUMITHRA KUMARASINGHE,PALLEGAMA,DAMBULLA
86618,K A G U GAMINI GUNASENA,PALLEGAMA,DAMBULLA
86619,B M SENAVIRATHNE BANDA,BAKMIGAHA ULPOTHA,MADATUGAMA
86620,K W KARUNASINGHE,PALLEGAMA,DAMBULLA
86621,P G SUDATH DARMASIRI,MILLAGALA ROAD,KITHULHITIYAWA
86622,K G G INDIKA GAMAGE,KEKIRAWA ROAD,KITHULHITIYAWA
86623,K G SIRIL GAMAGE,KEKIRAWA ROAD,KITHULHITIYAWA
86624,K A C A PERERA,No.913 KITHULHITIYAWA,DAMBULLA
86625,J H M W JAYASUNDARA,ALUTH WATHTHE NIWASA,KITHULHITIYAWA
86626,D M T DASANAYAKE,KITHULHITIYAWA,DAMBULLA
86627,A M G RATHNAYAKE,KITHULHITIYAWA,DAMBULLA
86628,E R S P KUMARI ETEMPAWALA,KITHULHITIYAWA,DAMBULLA
86629,R A G S KUMARI,No.1047 KITHULHITIYAWA,DAMBULLA
86630,P G A SUDASINGHE,No.920 RAMADAGALA,KITHULHITIYAWA
86631,W M T K G P HEMAKUMARI,KITHULHITIYAWA,DAMBULLA
86632,S P M C SIRIWARDHANA,KITHULHITIYAWA,DAMBULLA
86633,A M D S K ADHIKARINAYAKE,KITHULHITIYAWA,DAMBULLA
86634,J H M S JAYASUNDARA,BOGAHA HANDIYA,KITHULHITIYAWA
86635,D M G THILAKARATHNE,KITHULHITIYAWA,DAMBULLA
86636,P G N C PUSHPALATHA,KITHULHITIYAWA,DAMBULLA
86637,H M WIJAYARATHNE BANDA,KITHULHITIYAWA,DAMBULLA
86638,R M H G MUTHUBANDA,KITHULHITIYAWA,DAMBULLA
86639,H M G SEELAWATHI,50 KANUWA,KITHULHITIYAWA
86640,J H M JAYARATHNE,KITHULHITIYAWA,DAMBULLA
86641,A G SUNIL,No. 903/03 KITHULHITIYAWA,DAMBULLA
86642,D M SENARATHNE,No. 1063 KITHULHITIYAWA,DAMBULLA
86643,W G JEPINNONA,No. 643 KITHULHITIYAWA,DAMBULLA
86644,M A D NAWARATHNE,No. 1049 RAMADAGALA,KITHULHITIYAWA
86645,R A C M S RANATHUNGA,No. 9/4 KITHULHITIYAWA,DAMBULLA
86646,T B ROOPASINGHE,ULPOTHA ROAD,MADATUGAMA
86647,J H M THILAKARATHNE,KODIKARAGAMA,MADATUGAMA
86648,J H M TIKIRIBANDA,BAKMEEGAHAULPOTHA,MADATUGAMA
86649,S M U A SENAVIRATHNE,MEDAGAMA,KEKIRAWA
86650,K B S SENAVIRATHNE,MEDAGAMA,KEKIRAWA
86651,R B W JAYASUNDARA,BAKMEEGAHAULPOTHA,MADATUGAMA
86652,A D MENIKA,MURUNGAHITIKANDA,MADATUGAMA
86653,H G DANAPALA,MURUNGAHITIKANDA,MADATUGAMA
86654,G G P KUMARASIRI,419/02/92 THALAWA,THALAWA
86655,P G M S KUMARA,411/05 MAHAWALITHANNA,THALAWA
86656,A G JAYARATHNE,411/05/122 MAHAWALITHANNA,THALAWA
86657,K G SIRISENA,411/03 MAHAWALITHANNA,THALAWA
86658,T G DAYAWATHI,411/05/170 MAHAWALITHANNA,THALAWA
86659,D M CHITHRAMALI DISSANAYAKE,411/05 MADURUWAGALA,THALAWA
86660,A R M S A G RATHNAYAKE,KARAGAHAWAWE,THALAWA
86661,A M A P K ALAHAKOON,411/05 411 MAHAWALITHANNA,THALAWA
86662,R K G V RAJAKARUNA,No.228 MAHAWALITHANNA,THALAWA
86663,S U THENNAKOON,411 MAHAWALITHANNA,THALAWA
86664,R I DISSANAYAKE,KARAGAHAWEWA,THALAWA
86665,Y G NIMAL BANDARA,410/01/16 KUMARAELIYA,THALAWA
86666,Y P SHANTHILATHA,410/01/08 KUMARAELIYA,THALAWA
86667,D G GUNARATHNE,410/01/208 KUMARAELIYA,THALAWA
86668,W G D D B WEERASINGHE,410/01/08 KUMARAELIYA,THALAWA
86669,G A D KUMARASINGHE,410/03/170 KUMARAELIYA,THALAWA
86670,Y P N MANORI JAYASINGHE,410/01/08 KUMARAELIYA,THALAWA
86671,R G S H K KULARATHNE,410/01/07 KUMARAELIYA,THALAWA
86672,W G S W A APPUHAMI,410/01/161 KUMARAELIYA,THALAWA
86673,D G KUSUMAWATHI,410/03/113 KUMARAELIYA,THALAWA
86674,P G KARUNAWATHI,410/01/12 KUMARAELIYA,THALAWA
86675,U H G N A K SENARATHNE,410/01/243 KUMARAELIYA,THALAWA
86676,W G D P WEERASINGHE,409/03 GAGASIRIPURA,THALAWA
86677,A G L KUMARASINGHE,410/01/147 KUMARAELIYA,THALAWA
86678,P B S G PEIRIS,410 KUMARAELIYA,THALAWA
86679,A G DAYAWATHI,410 KUMARAELIYA,THALAWA
86680,A G K K AGALAWATHTHA,410/09/47 410 KUMARAELIYA,THALAWA
86681,D G A WICKRAMASINGHE,410/01/223 410 KUMARAELIYA,THALAWA
86682,U G C K WIJESINGHE,410 KUMARAELIYA,THALAWA
86683,A M THILAKARATHNE BANDA,409/01/97 NAWAGAGASIRIPURA,THALAWA
86684,S S MATARAGE,409/01/66 NAWAGAGASIRIPURA,THALAWA
86685,R M J RAJASINGHE,409/01/161 NAWAGAGASIRIPURA,THALAWA
86686,R A MANGALIKA RANATHUNGA,No.04 NALLACHCHIYA,THAMBUTHTHEGAMA
86687,T M W SOMALATHA,NALLACHCHIYA,THAMBUTHTHEGAMA
86688,G V M WICKRAMASOORIYA,NALLACHCHIYA,THAMBUTHTHEGAMA
86689,H M L CHANDRALATHA,MUSALPITIYA,THAMBUTHTHEGAMA
86690,K JAYASENA,MUSALPITIYA,THAMBUTHTHEGAMA
86691,M A J SENAVIRATHNE,No.68 IKIRIYAWAWE,THAMBUTHTHEGAMA
86692,M WIMALASENA,No. 43/3 TELHIRIYAWA,THAMBUTHTHEGAMA
86693,H M MUDALIHAMI,KOONWEWA,THAMBUTHTHEGAMA
86694,N A JAYATHILAKA,No.52 DAMBULUPURA,THAMBUTHTHEGAMA
86695,M G JAYARATHNE,No. 08 DAMBULUPURA,THAMBUTHTHEGAMA
86696,S RATHNAYAKE,ALUTHDIWLWEWA,GATALAWA
86697,R GUNAPALA,ALUTHDIWLWEWA,GATALAWA
86698,R U JAYAWEERA,ALUTHDIWLWEWA,GATALAWA
86699,K M S B KARUNATHILAKE,ALUTHDIWLWEWA,GATALAWA
86700,R M M P WEERASINGHE,ALUTHDIWLWEWA,GATALAWA
86701,T B PABILIS,No. 434 ALUTHDIWLWEWA,GATALAWA
86702,S M R SENEVIRATHNE,PALUGOLLAGAMA,GATALAWA
86703,K A PEIRIS,ALUTHDIWLWEWA,GATALAWA
86704,T C SINGHO,ALUTHDIWLWEWA,GATALAWA
86705,R M P D KARUNARATHNA,PALUGOLLAGAMA,GATALAWA
86706,S S KARUNANAYAKE,ALUTHDIWLWEWA,GATALAWA
86707,W FRANSIS,ALUTHDIWLWEWA,GATALAWA
86708,K CHANDRASENA,D2 ELA,GALNEWA
86709,H K M A C WICKRAMASINGHA,D4  ELA,HELABODUGAMA
86710,E M M B SENARATHNE,HALAMBAWAWE,NEGAMPAHA
86711,W A SOMAWATHI,No.183 JAYAMAWATHA,GALNEWA
86712,W D THILAKARATHNE,JAYAMAWATHA,GALNEWA
86713,T G S RATHNA,No.88 BODIRAJAMAWATHA,GALNEWA
86714,P B KUMARASINGHE,HADUNGAMA,GALNEWA
86715,D M M ROOPASINGHE,HADUNGAMA,GALNEWA
86716,H M J KUMARA,D3 ELAPARA,GALNEWA
86717,H K M G RATHNAYAKE,YADDIGAMA,GALNEWA
86718,R R G U M THENNAKOON,No. 96 IHALABULNAWA,GALNEWA
86719,E M K G EKANAYAKE,KATHTHARAGAMA,GALNEWA
86720,R ROSALIN,HELABODUGAMA,GALNEWA
86721,D M C K DISSANAYAKE,HELABODUGAMA,GALNEWA
86722,K B N P KUMARI,HELABODUGAMA,GALNEWA
86723,M A K ANULAWATHI,No.83 HURIGASWEWA,MEEGALAWA
86724,W S P D I ROOPASINGHE,No.54/2 HURIGASWEWA,MEEGALAWA
86725,A M NIMAL KARUNARATHNE,No.61 HURIGASWEWA,MEEGALAWA
86726,K W A A PREMASIRI,HURIGASWEWA,MEEGALAWA
86727,U G D S GUNATHILAKE,No. 120 HURIGASWEWA,MEEGALAWA
86728,T MALLIKA,No. 109 HURIGASWEWA,MEEGALAWA
86729,D G I JAYASINGHE,314/4/36 MEEGALAWA,GANANGAMUWA
